07/25/2017                                                                Dynamic List Display                                                                        1


	Order	Material	Order Type	MRP ctrlr	Pr.Superv.	Plant	Target qty	Unit	Bsc start	Basic fin.	Act. Start	Act.finish	Release	Release	Act.finish	ActStart
	161271775	30277-1101	ZP02	K38	K63	2475	        1	EA	05/05/2017	05/17/2017	05/08/2017	05/16/2017	05/04/2017	05/05/2017	00:00:00	10:02:09
	161271777	30277-1101	ZP02	K38	K63	2475	        1	EA	05/05/2017	05/17/2017	05/06/2017	05/18/2017	05/04/2017	05/05/2017	00:00:00	08:06:31
	161271779	30277-1101	ZP02	K38	K63	2475	        1	EA	05/05/2017	05/17/2017	05/08/2017	05/30/2017	05/04/2017	05/05/2017	00:00:00	11:11:33
	161277171	30277-1101	ZP02	K38	K63	2475	        1	EA	05/05/2017	05/17/2017	05/08/2017	05/23/2017	05/05/2017	05/05/2017	00:00:00	12:36:59
	161277174	30277-1101	ZP02	K38	K63	2475	        1	EA	05/05/2017	05/17/2017	05/08/2017	05/23/2017	05/05/2017	05/05/2017	00:00:00	13:06:47
	161281972	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	04/17/2017	04/20/2017	05/15/2017	05/22/2017	05/08/2017	04/17/2017	00:00:00	10:02:02
	161282081	30305-0101	ZP02	K38	K63	2475	        1	EA	04/25/2017	05/16/2017	05/10/2017	05/25/2017	05/08/2017	04/25/2017	00:00:00	08:26:49
	161282087	30305-0101	ZP02	K38	K63	2475	        1	EA	04/28/2017	05/19/2017	05/10/2017	05/30/2017	05/08/2017	04/28/2017	00:00:00	09:46:30
	161282089	30305-0101	ZP02	K38	K63	2475	        1	EA	04/28/2017	05/19/2017	05/10/2017	05/24/2017	05/08/2017	04/28/2017	00:00:00	10:36:55
	161282121	30305-0101	ZP02	K38	K63	2475	        1	EA	05/11/2017	05/23/2017	05/10/2017	05/26/2017	05/08/2017	05/11/2017	00:00:00	12:02:47
	161283795	30130-01	ZP02	K38	K51	2475	        1	EA	05/04/2017	05/15/2017	05/16/2017	06/22/2017	05/08/2017	05/04/2017	00:00:00	09:41:39
	161283801	30130-01	ZP02	K38	K51	2475	        1	EA	05/04/2017	05/15/2017	05/16/2017	06/22/2017	05/08/2017	05/04/2017	00:00:00	09:41:39
	161283825	30321-0101	ZP02	K38	K51	2475	        1	EA	05/09/2017	05/22/2017	05/09/2017	05/22/2017	05/08/2017	05/09/2017	00:00:00	04:46:49
	161283829	30321-0101	ZP02	K38	K51	2475	        1	EA	05/10/2017	05/22/2017	05/09/2017	06/29/2017	05/08/2017	05/10/2017	00:00:00	04:46:49
	161283917	30321-0101	ZP02	K38	K51	2475	        1	EA	05/11/2017	05/22/2017	05/09/2017	06/12/2017	05/08/2017	05/11/2017	00:00:00	04:46:49
	161283929	30321-0101	ZP02	K38	K51	2475	        1	EA	05/09/2017	05/22/2017	05/09/2017	05/19/2017	05/08/2017	05/09/2017	00:00:00	04:46:49
	161290944	30305-0101	ZP02	K38	K63	2475	        1	EA	05/02/2017	05/23/2017	05/10/2017	05/24/2017	05/09/2017	05/02/2017	00:00:00	13:16:27
	161290952	30305-0101	ZP02	K38	K63	2475	        1	EA	05/03/2017	05/24/2017	05/16/2017	06/06/2017	05/09/2017	05/03/2017	00:00:00	06:21:35
	161290955	30305-0101	ZP02	K38	K63	2475	        1	EA	05/09/2017	05/31/2017	05/16/2017	06/02/2017	05/09/2017	05/09/2017	00:00:00	06:21:35
	161291024	30279-0301	ZP02	K38	K51	2475	        1	EA	05/10/2017	05/25/2017	05/10/2017	06/23/2017	05/09/2017	05/10/2017	00:00:00	07:37:03
	161291028	30279-0301	ZP02	K38	K51	2475	        1	EA	05/11/2017	05/25/2017	05/10/2017	05/23/2017	05/09/2017	05/11/2017	00:00:00	12:47:17
	161291029	30279-0301	ZP02	K38	K51	2475	        1	EA	05/10/2017	05/25/2017	05/11/2017	06/20/2017	05/09/2017	05/10/2017	00:00:00	10:36:33
	161291043	30321-0101	ZP02	K38	K51	2475	        1	EA	05/10/2017	05/23/2017	05/11/2017	05/30/2017	05/09/2017	05/10/2017	00:00:00	03:56:38
	161291049	30321-0101	ZP02	K38	K51	2475	        1	EA	05/10/2017	05/23/2017	05/11/2017	05/30/2017	05/09/2017	05/10/2017	00:00:00	03:56:38
	161291051	30321-0101	ZP02	K38	K51	2475	        1	EA	05/10/2017	05/23/2017	05/11/2017	05/30/2017	05/09/2017	05/10/2017	00:00:00	03:56:39
	161291052	30321-0101	ZP02	K38	K51	2475	        1	EA	05/10/2017	05/23/2017	05/11/2017	05/30/2017	05/09/2017	05/10/2017	00:00:00	03:56:39
	161297894	30277-0402-0201	ZP02	K38	K51	2475	        5	EA	05/05/2017	05/12/2017	05/17/2017	05/18/2017	05/10/2017	05/05/2017	00:00:00	06:36:44
	161297898	30277-0402-0201	ZP02	K38	K51	2475	        5	EA	05/05/2017	05/12/2017	05/17/2017	06/01/2017	05/10/2017	05/05/2017	00:00:00	06:36:44
	161297906	30277-1101	ZP02	K38	K63	2475	        1	EA	05/11/2017	05/18/2017	05/17/2017	06/07/2017	05/10/2017	05/11/2017	00:00:00	10:02:08
	161297966	30321-0101	ZP02	K38	K51	2475	        1	EA	05/11/2017	05/24/2017	05/11/2017	05/30/2017	05/10/2017	05/11/2017	00:00:00	11:12:02
	161297967	30321-0101	ZP02	K38	K51	2475	        1	EA	05/11/2017	05/24/2017	05/11/2017	05/30/2017	05/10/2017	05/11/2017	00:00:00	11:12:02
	161297969	30321-0101	ZP02	K38	K51	2475	        1	EA	05/11/2017	05/24/2017	05/11/2017	05/30/2017	05/10/2017	05/11/2017	00:00:00	11:12:02
	161297970	30321-0101	ZP02	K38	K51	2475	        1	EA	05/11/2017	05/24/2017	05/11/2017	05/30/2017	05/10/2017	05/11/2017	00:00:00	11:12:02
	161303816	30321-0101	ZP02	K38	K51	2475	        1	EA	05/12/2017	05/25/2017	05/11/2017	05/30/2017	05/11/2017	05/12/2017	00:00:00	11:12:03
	161303817	30321-0101	ZP02	K38	K51	2475	        1	EA	05/12/2017	05/25/2017	05/11/2017	06/01/2017	05/11/2017	05/12/2017	00:00:00	11:12:03
	161303818	30321-0101	ZP02	K38	K51	2475	        1	EA	05/16/2017	05/25/2017	05/11/2017	06/12/2017	05/11/2017	05/16/2017	00:00:00	11:12:03
	161303819	30321-0101	ZP02	K38	K51	2475	        1	EA	05/12/2017	05/25/2017	05/11/2017	05/30/2017	05/11/2017	05/12/2017	00:00:00	11:12:03
	161318118	30305-0101	ZP02	K38	K63	2475	        1	EA	05/09/2017	05/31/2017	05/16/2017	06/02/2017	05/15/2017	05/09/2017	00:00:00	10:37:13
	161318120	30305-0101	ZP02	K38	K63	2475	        1	EA	05/11/2017	06/02/2017	05/16/2017	06/06/2017	05/15/2017	05/11/2017	00:00:00	12:16:56
	161318820	30321-0101	ZP02	K38	K51	2475	        1	EA	05/12/2017	05/25/2017	05/16/2017	06/01/2017	05/15/2017	05/12/2017	00:00:00	04:22:10
	161318821	30321-0101	ZP02	K38	K51	2475	        1	EA	05/12/2017	05/25/2017	05/16/2017	06/01/2017	05/15/2017	05/12/2017	00:00:00	04:22:10
	161318822	30321-0101	ZP02	K38	K51	2475	        1	EA	05/12/2017	05/25/2017	05/16/2017	05/30/2017	05/15/2017	05/12/2017	00:00:00	04:22:10
	161318823	30321-0101	ZP02	K38	K51	2475	        1	EA	05/12/2017	05/25/2017	05/16/2017	05/30/2017	05/15/2017	05/12/2017	00:00:00	04:22:10
	161318825	30321-0101	ZP02	K38	K51	2475	        1	EA	05/15/2017	05/26/2017	05/16/2017	06/01/2017	05/15/2017	05/15/2017	00:00:00	04:22:10
	161318833	30277-1101	ZP02	K38	K63	2475	        1	EA	05/12/2017	05/24/2017	05/16/2017	06/02/2017	05/15/2017	05/12/2017	00:00:00	12:57:02
	161324212	30305-0101	ZP02	K38	K63	2475	        1	EA	05/11/2017	06/02/2017	05/19/2017	06/06/2017	05/16/2017	05/11/2017	00:00:00	06:36:54
	161324219	30305-0101	ZP02	K38	K63	2475	        1	EA	05/16/2017	06/07/2017	05/18/2017	06/06/2017	05/16/2017	05/16/2017	00:00:00	13:02:16
	161325724	30190-0203	ZP02	K38	K51	2475	        1	EA	05/15/2017	05/25/2017	05/23/2017	05/31/2017	05/16/2017	05/15/2017	00:00:00	08:01:59
	161325730	30190-0203	ZP02	K38	K51	2475	        1	EA	05/17/2017	05/25/2017	05/23/2017	06/02/2017	05/16/2017	05/17/2017	00:00:00	12:51:34
	161330681	30279-0301	ZP02	K38	K51	2475	        1	EA	05/10/2017	05/26/2017	05/18/2017	05/30/2017	05/17/2017	05/10/2017	00:00:00	12:11:51
	161331986	30305-0101	ZP02	K38	K63	2475	        1	EA	05/17/2017	06/08/2017	05/22/2017	06/06/2017	05/17/2017	05/17/2017	00:00:00	05:51:48
	161331987	30305-0101	ZP02	K38	K63	2475	        1	EA	05/18/2017	06/09/2017	05/22/2017	06/06/2017	05/17/2017	05/18/2017	00:00:00	05:51:48
	161335269	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	04/17/2017	04/20/2017	05/19/2017	06/01/2017	05/18/2017	04/17/2017	00:00:00	08:22:26
	161335271	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	05/12/2017	05/17/2017	05/31/2017	06/08/2017	05/18/2017	05/12/2017	00:00:00	12:51:37
	161335275	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	05/12/2017	05/17/2017	06/05/2017	06/08/2017	05/18/2017	05/12/2017	00:00:00	12:56:40
	161336853	473131-002	ZP02	K38	K51	2475	        1	EA	04/28/2017	05/19/2017	06/01/2017	07/07/2017	05/18/2017	04/28/2017	00:00:00	06:02:38
	161336953	30305-0101	ZP02	K38	K63	2475	        1	EA	05/19/2017	06/12/2017	05/22/2017	06/09/2017	05/18/2017	05/19/2017	00:00:00	10:44:42
	161336957	30305-0101	ZP02	K38	K63	2475	        1	EA	05/24/2017	06/12/2017	05/22/2017	06/16/2017	05/18/2017	05/24/2017	00:00:00	11:11:44
	161338397	30277-1101	ZP02	K38	K63	2475	        1	EA	05/17/2017	06/01/2017	05/23/2017	06/30/2017	05/18/2017	05/17/2017	00:00:00	08:51:41
	161338399	30277-1101	ZP02	K38	K63	2475	        1	EA	05/19/2017	06/01/2017	05/23/2017	06/06/2017	05/18/2017	05/19/2017	00:00:00	10:16:29
	161344031	30027-0000-02	ZP02	K38	K51	2475	        1	EA	04/14/2017	04/28/2017	06/13/2017	06/23/2017	05/19/2017	04/14/2017	00:00:00	12:31:52
	161344067	30027-0000-02	ZP02	K38	K51	2475	        1	EA	05/10/2017	05/24/2017	06/13/2017	06/23/2017	05/19/2017	05/10/2017	00:00:00	13:01:48
	161351759	30277-1101	ZP02	K38	K63	2475	        1	EA	05/23/2017	06/05/2017	05/24/2017	07/20/2017	05/22/2017	05/23/2017	00:00:00	12:57:40
	161359771	30279-0301	ZP02	K38	K51	2475	        1	EA	05/19/2017	06/07/2017	05/24/2017	07/13/2017	05/23/2017	05/19/2017	00:00:00	10:07:37
	161359781	30279-0301	ZP02	K38	K51	2475	        1	EA	05/22/2017	06/08/2017	05/24/2017	05/31/2017	05/23/2017	05/22/2017	00:00:00	12:57:46
	161360884	30305-0101	ZP02	K38	K63	2475	        1	EA	05/23/2017	06/14/2017	05/31/2017	06/16/2017	05/23/2017	05/23/2017	00:00:00	05:02:14
	161360918	30279-0105	ZP02	K38	K51	2475	        1	EA	05/23/2017	06/08/2017	05/25/2017	06/29/2017	05/23/2017	05/23/2017	00:00:00	08:21:18
	161370016	30279-0301	ZP02	K38	K51	2475	        1	EA	05/24/2017	06/09/2017	05/26/2017	06/28/2017	05/25/2017	05/24/2017	00:00:00	08:41:42
	161371822	30277-1101	ZP02	K38	K63	2475	        1	EA	05/30/2017	06/05/2017	05/30/2017	07/18/2017	05/25/2017	05/30/2017	00:00:00	04:41:39
	161371848	30277-1101	ZP02	K38	K63	2475	        1	EA	05/24/2017	06/06/2017	05/30/2017	06/06/2017	05/25/2017	05/24/2017	00:00:00	05:21:48
	161372567	30027-0000-02	ZP02	K38	K51	2475	        1	EA	05/25/2017	06/09/2017	06/14/2017	06/21/2017	05/25/2017	05/25/2017	00:00:00	12:56:20
	161375982	30279-0301	ZP02	K38	K51	2475	        1	EA	05/24/2017	06/12/2017	05/29/2017	06/08/2017	05/26/2017	05/24/2017	00:00:00	09:16:52
	161376736	30277-1101	ZP02	K38	K63	2475	        1	EA	05/26/2017	06/08/2017	05/30/2017	06/09/2017	05/26/2017	05/26/2017	00:00:00	07:21:41
	161376740	30277-1101	ZP02	K38	K63	2475	        1	EA	05/26/2017	06/08/2017	05/30/2017	06/05/2017	05/26/2017	05/26/2017	00:00:00	08:21:30
	161384873	30277-1101	ZP02	K38	K63	2475	        1	EA	05/31/2017	06/12/2017	05/31/2017	06/08/2017	05/30/2017	05/31/2017	00:00:00	05:46:41
	161385875	30279-0301	ZP02	K38	K51	2475	        1	EA	05/25/2017	06/13/2017	05/31/2017	06/09/2017	05/30/2017	05/25/2017	00:00:00	08:21:41
	161385876	30279-0301	ZP02	K38	K51	2475	        1	EA	05/26/2017	06/14/2017	05/31/2017	06/09/2017	05/30/2017	05/26/2017	00:00:00	12:42:02
	161385891	30305-0101	ZP02	K38	K63	2475	        1	EA	05/30/2017	06/20/2017	05/31/2017	06/16/2017	05/30/2017	05/30/2017	00:00:00	05:02:20
	161385894	30305-0101	ZP02	K38	K63	2475	        1	EA	05/31/2017	06/21/2017	05/31/2017	06/21/2017	05/30/2017	05/31/2017	00:00:00	05:02:20
	161385926	30277-0402-0201	ZP02	K38	K51	2475	        5	EA	05/30/2017	06/06/2017	06/01/2017	06/06/2017	05/30/2017	05/30/2017	00:00:00	11:56:37
	161392348	30277-0402-0201	ZP02	K38	K51	2475	        5	EA	06/01/2017	06/08/2017	06/01/2017	06/06/2017	05/31/2017	06/01/2017	00:00:00	11:56:38
	161392349	30277-1101	ZP02	K38	K63	2475	        1	EA	05/31/2017	06/12/2017	06/01/2017	06/09/2017	05/31/2017	05/31/2017	00:00:00	07:26:33
	161408870	30277-1101	ZP02	K38	K63	2475	        1	EA	06/06/2017	06/14/2017	06/07/2017	06/29/2017	06/05/2017	06/06/2017	00:00:00	05:21:46
	161408877	30277-1101	ZP02	K38	K63	2475	        1	EA	06/02/2017	06/14/2017	06/07/2017	06/16/2017	06/05/2017	06/02/2017	00:00:00	07:11:32
	161408882	30277-1101	ZP02	K38	K63	2475	        1	EA	06/05/2017	06/15/2017	06/12/2017	06/22/2017	06/05/2017	06/05/2017	00:00:00	05:56:25
	161408911	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	06/05/2017	06/08/2017	06/07/2017	06/13/2017	06/05/2017	06/05/2017	00:00:00	07:06:42
	161408913	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	06/05/2017	06/08/2017	06/15/2017	06/19/2017	06/05/2017	06/05/2017	00:00:00	13:11:35
	161408914	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	06/06/2017	06/09/2017	06/17/2017	06/27/2017	06/05/2017	06/06/2017	00:00:00	05:31:19
	161409087	30190-0203	ZP02	K38	K51	2475	        1	EA	06/05/2017	06/15/2017	06/07/2017	06/22/2017	06/05/2017	06/05/2017	00:00:00	09:41:49
	161409089	30190-0203	ZP02	K38	K51	2475	        1	EA	06/06/2017	06/16/2017	06/07/2017	06/22/2017	06/05/2017	06/06/2017	00:00:00	14:31:41
	161410491	30279-0105	ZP02	K38	K51	2475	        1	EA	06/05/2017	06/19/2017	06/06/2017	06/29/2017	06/05/2017	06/05/2017	00:00:00	08:51:44
	161410510	30279-0301	ZP02	K38	K51	2475	        1	EA	06/05/2017	06/21/2017	06/07/2017	06/15/2017	06/05/2017	06/05/2017	00:00:00	12:12:21
	161410512	30279-0301	ZP02	K38	K51	2475	        1	EA	06/05/2017	06/21/2017	06/08/2017	06/15/2017	06/05/2017	06/05/2017	00:00:00	07:18:28
	161410515	30279-0301	ZP02	K38	K51	2475	        1	EA	06/06/2017	06/22/2017	06/08/2017	06/15/2017	06/05/2017	06/06/2017	00:00:00	10:31:38
	161412020	30321-0101	ZP02	K38	K51	2475	        1	EA	06/09/2017	06/19/2017	06/06/2017	06/29/2017	06/05/2017	06/09/2017	00:00:00	06:56:54
	161412021	30321-0101	ZP02	K38	K51	2475	        1	EA	06/09/2017	06/19/2017	06/06/2017	07/21/2017	06/05/2017	06/09/2017	00:00:00	06:56:54
	161412022	30321-0101	ZP02	K38	K51	2475	        1	EA	06/06/2017	06/19/2017	06/06/2017	06/19/2017	06/05/2017	06/06/2017	00:00:00	06:56:54
	161412023	30321-0101	ZP02	K38	K51	2475	        1	EA	06/06/2017	06/19/2017	06/06/2017	06/19/2017	06/05/2017	06/06/2017	00:00:00	06:56:54
	161412025	30321-0101	ZP02	K38	K51	2475	        1	EA	06/07/2017	06/20/2017	06/06/2017	06/19/2017	06/05/2017	06/07/2017	00:00:00	06:56:54
	161412027	30321-0101	ZP02	K38	K51	2475	        1	EA	06/07/2017	06/20/2017	06/06/2017	06/19/2017	06/05/2017	06/07/2017	00:00:00	06:56:54
	161419375	30279-0301	ZP02	K38	K51	2475	        1	EA	06/05/2017	06/21/2017	06/09/2017	06/20/2017	06/06/2017	06/05/2017	00:00:00	07:31:46
	161419381	30277-1101	ZP02	K38	K63	2475	        1	EA	06/06/2017	06/16/2017	06/12/2017	06/22/2017	06/06/2017	06/06/2017	00:00:00	07:36:33
	161420036	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	06/07/2017	06/12/2017	06/28/2017	07/06/2017	06/06/2017	06/07/2017	00:00:00	10:06:21
	161421681	30305-0101	ZP02	K38	K63	2475	        1	EA	06/07/2017	06/28/2017	06/07/2017	06/27/2017	06/07/2017	06/07/2017	00:00:00	12:46:27
	161422717	30305-0101	ZP02	K38	K63	2475	        1	EA	06/08/2017	06/29/2017	06/07/2017	06/26/2017	06/07/2017	06/08/2017	00:00:00	12:46:27
	161422721	30305-0101	ZP02	K38	K63	2475	        1	EA	06/08/2017	06/29/2017	06/07/2017	06/26/2017	06/07/2017	06/08/2017	00:00:00	12:46:27
	161425364	30321-0101	ZP02	K38	K51	2475	        1	EA	06/07/2017	06/20/2017	06/08/2017	06/29/2017	06/07/2017	06/07/2017	00:00:00	08:21:33
	161425366	30321-0101	ZP02	K38	K51	2475	        1	EA	06/07/2017	06/20/2017	06/08/2017	06/29/2017	06/07/2017	06/07/2017	00:00:00	08:21:33
	161425368	30321-0101	ZP02	K38	K51	2475	        1	EA	06/07/2017	06/20/2017	06/08/2017	06/29/2017	06/07/2017	06/07/2017	00:00:00	08:21:33
	161425376	30321-0101	ZP02	K38	K51	2475	        1	EA	06/07/2017	06/20/2017	06/08/2017	06/29/2017	06/07/2017	06/07/2017	00:00:00	08:21:33
	161434711	30279-0404-0306	ZRW2	KA2	K51	2475	        1	EA	06/21/2017	07/07/2017	06/09/2017	07/05/2017	06/09/2017	06/21/2017	00:00:00	11:02:45
	161435907	30277-0402-0201	ZP02	K38	K51	2475	        5	EA	06/09/2017	06/16/2017	06/13/2017	06/14/2017	06/09/2017	06/09/2017	00:00:00	07:06:48
	161435915	30277-0402-0201	ZP02	K38	K51	2475	        5	EA	06/12/2017	06/19/2017	06/13/2017	06/14/2017	06/09/2017	06/12/2017	00:00:00	07:06:48
	161436045	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	06/12/2017	06/15/2017	06/27/2017	06/30/2017	06/09/2017	06/12/2017	00:00:00	07:23:00
	161436046	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	06/12/2017	06/15/2017	06/26/2017	06/30/2017	06/09/2017	06/12/2017	00:00:00	10:16:23
	161436064	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	06/12/2017	06/15/2017	06/26/2017	06/27/2017	06/09/2017	06/12/2017	00:00:00	03:31:36
	161437078	30190-0203	ZP02	K38	K51	2475	        1	EA	06/14/2017	06/21/2017	06/12/2017	06/22/2017	06/09/2017	06/14/2017	00:00:00	13:06:29
	161437079	30190-0203	ZP02	K38	K51	2475	        1	EA	06/09/2017	06/21/2017	06/13/2017	06/22/2017	06/09/2017	06/09/2017	00:00:00	07:21:36
	161444775	30321-0101	ZP02	K38	K51	2475	        1	EA	06/14/2017	06/27/2017	06/13/2017	06/29/2017	06/12/2017	06/14/2017	00:00:00	03:51:30
	161444776	30321-0101	ZP02	K38	K51	2475	        1	EA	06/14/2017	06/27/2017	06/13/2017	06/29/2017	06/12/2017	06/14/2017	00:00:00	03:51:30
	161444777	30321-0101	ZP02	K38	K51	2475	        1	EA	06/16/2017	06/27/2017	06/13/2017	07/10/2017	06/12/2017	06/16/2017	00:00:00	03:51:30
	161444778	30321-0101	ZP02	K38	K51	2475	        1	EA	06/19/2017	06/27/2017	06/13/2017	07/21/2017	06/12/2017	06/19/2017	00:00:00	03:51:30
	161444779	30321-0101	ZP02	K38	K51	2475	        1	EA	06/19/2017	06/27/2017	06/13/2017	07/21/2017	06/12/2017	06/19/2017	00:00:00	03:51:30
	161457375	30321-0101	ZP02	K38	K51	2475	        1	EA	06/15/2017	06/28/2017	06/15/2017	07/10/2017	06/14/2017	06/15/2017	00:00:00	10:01:41
	161457376	30321-0101	ZP02	K38	K51	2475	        1	EA	06/19/2017	06/28/2017	06/15/2017	07/10/2017	06/14/2017	06/19/2017	00:00:00	10:01:41
	161457377	30321-0101	ZP02	K38	K51	2475	        1	EA	06/15/2017	06/28/2017	06/15/2017	07/10/2017	06/14/2017	06/15/2017	00:00:00	10:01:41
	161457378	30321-0101	ZP02	K38	K51	2475	        1	EA	06/19/2017	06/28/2017	06/15/2017	07/24/2017	06/14/2017	06/19/2017	00:00:00	10:01:41
	161463738	30305-0101	ZP02	K38	K63	2475	        1	EA	06/15/2017	07/10/2017	06/16/2017	07/07/2017	06/15/2017	06/15/2017	00:00:00	05:56:34
	161463739	30305-0101	ZP02	K38	K63	2475	        1	EA	06/28/2017	07/11/2017	06/16/2017	07/17/2017	06/15/2017	06/28/2017	00:00:00	05:56:34
	161463740	30305-0101	ZP02	K38	K63	2475	        1	EA	06/16/2017	07/11/2017	06/16/2017	07/06/2017	06/15/2017	06/16/2017	00:00:00	05:56:34
	161463763	30190-0304	ZP02	K38	K51	2475	        1	EA	06/16/2017	06/28/2017	06/15/2017	06/30/2017	06/15/2017	06/16/2017	00:00:00	11:26:35
	161463764	30190-0304	ZP02	K38	K51	2475	        1	EA	06/20/2017	06/28/2017	06/19/2017	06/30/2017	06/15/2017	06/20/2017	00:00:00	07:32:07
	161467558	B478-1	ZP02	K38	K51	2475	        1	EA	06/16/2017	06/29/2017	06/19/2017	06/27/2017	06/16/2017	06/16/2017	00:00:00	12:57:04
	161467559	B478-1	ZP02	K38	K51	2475	        1	EA	06/16/2017	06/28/2017	06/20/2017	07/18/2017	06/16/2017	06/16/2017	00:00:00	03:56:30
	161467560	B478-1	ZP02	K38	K51	2475	        1	EA	06/16/2017	06/26/2017	06/20/2017	07/18/2017	06/16/2017	06/16/2017	00:00:00	09:02:06
	161467561	B478-1	ZP02	K38	K51	2475	        1	EA	06/16/2017	06/29/2017	06/21/2017	06/27/2017	06/16/2017	06/16/2017	00:00:00	21:37:36
	161467563	B478-1	ZP02	K38	K51	2475	        1	EA	06/16/2017	06/28/2017	06/22/2017	07/21/2017	06/16/2017	06/16/2017	00:00:00	13:18:12
	161467564	B478-1	ZP02	K38	K51	2475	        1	EA	06/16/2017	06/29/2017	06/23/2017	06/29/2017	06/16/2017	06/16/2017	00:00:00	00:00:00
	161469127	30130-01	ZP02	K38	K51	2475	        1	EA	06/19/2017	06/28/2017	06/19/2017	07/07/2017	06/16/2017	06/19/2017	00:00:00	10:11:53
	161475430	30279-2402-0501	ZRW2	KA2	K51	2475	        1	EA	07/18/2017	07/19/2017	06/20/2017	07/01/2017	06/19/2017	07/18/2017	00:00:00	09:51:40
	161475446	30279-2402-0501	ZRW2	KA2	K51	2475	        1	EA	07/18/2017	07/19/2017	06/20/2017	06/25/2017	06/19/2017	07/18/2017	00:00:00	08:36:38
	161481740	30277-0402-0201	ZP02	K38	K51	2475	        5	EA	06/20/2017	06/27/2017	06/21/2017	06/23/2017	06/20/2017	06/20/2017	00:00:00	21:06:44
	161481828	473131-002	ZP02	K38	K51	2475	        1	EA	06/20/2017	07/14/2017	06/20/2017	07/21/2017	06/20/2017	06/20/2017	00:00:00	20:36:44
	161483905	30279-0301	ZP02	K38	K51	2475	        1	EA	06/20/2017	07/05/2017	06/21/2017	06/29/2017	06/20/2017	06/20/2017	00:00:00	20:36:46
	161483906	30279-0301	ZP02	K38	K51	2475	        1	EA	06/20/2017	07/10/2017	06/22/2017	06/29/2017	06/20/2017	06/20/2017	00:00:00	04:41:35
	161483908	30279-0301	ZP02	K38	K51	2475	        1	EA	06/22/2017	07/12/2017	06/20/2017	06/28/2017	06/20/2017	06/22/2017	00:00:00	20:31:47
	161490415	B478-1	ZP02	K38	K51	2475	        1	EA	06/21/2017	06/30/2017	06/26/2017	07/06/2017	06/21/2017	06/21/2017	00:00:00	09:37:25
	161490416	B478-1	ZP02	K38	K51	2475	        1	EA	06/21/2017	07/06/2017	06/27/2017	07/06/2017	06/21/2017	06/21/2017	00:00:00	06:16:35
	161496801	30279-0301	ZP02	K38	K51	2475	        1	EA	06/26/2017	07/13/2017	06/23/2017	07/14/2017	06/22/2017	06/26/2017	00:00:00	04:51:38
	161503079	30279-0105	ZP02	K38	K51	2475	        1	EA	06/27/2017	07/12/2017	06/26/2017	07/17/2017	06/23/2017	06/27/2017	00:00:00	04:46:51
	161510104	472147-001	ZP02	K38	K51	2475	        1	EA	06/19/2017	06/28/2017	06/28/2017	07/07/2017	06/26/2017	06/19/2017	00:00:00	07:46:40
	161510106	472147-001	ZP02	K38	K51	2475	        1	EA	06/19/2017	06/28/2017	06/28/2017	07/07/2017	06/26/2017	06/19/2017	00:00:00	07:46:40
	161510197	472147-001	ZP02	K38	K51	2475	        1	EA	06/21/2017	06/30/2017	06/29/2017	07/07/2017	06/26/2017	06/21/2017	00:00:00	05:42:15
	161510824	30279-0301	ZP02	K38	K51	2475	        1	EA	06/27/2017	07/14/2017	06/27/2017	07/10/2017	06/26/2017	06/27/2017	00:00:00	04:51:31
	161510832	30277-0402-0201	ZP02	K38	K51	2475	        5	EA	06/27/2017	07/06/2017	06/28/2017	07/05/2017	06/26/2017	06/27/2017	00:00:00	10:42:00
	161513282	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	06/13/2017	06/16/2017	07/05/2017	07/06/2017	06/27/2017	06/13/2017	00:00:00	07:21:37
	161513287	30190-1410-0301	ZP02	K38	K51	2475	        1	EA	06/22/2017	06/27/2017	07/07/2017	07/12/2017	06/27/2017	06/22/2017	00:00:00	07:21:43
	161520105	30279-0301	ZP02	K38	K51	2475	        1	EA	06/28/2017	07/18/2017	06/29/2017	07/13/2017	06/28/2017	06/28/2017	00:00:00	04:06:35
	161520132	30279-0301	ZP02	K38	K51	2475	        1	EA	06/29/2017	07/19/2017	06/29/2017	07/13/2017	06/28/2017	06/29/2017	00:00:00	12:07:13
	161546030	30277-1101	ZP02	K38	K63	2475	        1	EA	07/05/2017	07/17/2017	07/06/2017	07/19/2017	07/05/2017	07/05/2017	00:00:00	04:11:25
	161546045	30277-1101	ZP02	K38	K63	2475	        1	EA	07/11/2017	07/17/2017	07/06/2017	07/25/2017	07/05/2017	07/11/2017	00:00:00	12:21:45
	161546053	30277-1101	ZP02	K38	K63	2475	        1	EA	07/05/2017	07/17/2017	07/07/2017	07/19/2017	07/05/2017	07/05/2017	00:00:00	05:22:51
