07/25/2017                                                                                                              Dynamic List Display                                                                                                                      1


	Order	Activity	Work cntr.	Operation short text	Op. Qty	Actl Start	Act. start	Act.finish	Act.finish	              Move time	             Queue time	Sys.Status	Duration	                  Setup	User field	User field	              Wait time
	161371867	0303	CMA12000	Rework	     1	07/20/2017	03:26:24	07/20/2017	05:31:43	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	QOP -271 	07/20/2017	                  0.000
	161371867	0305	CMA13000	Engineering	     1	07/20/2017	09:31:46	07/20/2017	10:06:28	                  0.000	                  4.000	PCNF PRT  REL	    0.0	                  0.000			                  0.000
	161371867	0400	CMA13000	HUMS FINAL TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   60.0	                 12.000			                  0.000
	161371867	0500	CMQ13000	HUMS FINAL INSPECTION	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   24.0	                  6.000			                  0.000
	161371867	9999	ZPD9LAST	LAST OPERATION	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161410507	0005	KIT02000	KITTING	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	    0.0	                  0.000	00848031	06/06/2017	                  0.000
	161410507	0010	CMA11000	HUMS ASSEMBLY	     1	06/06/2017	12:31:51	06/06/2017	12:31:51	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	00848031	06/06/2017	                  0.000
	161410507	0015	CMQ13000	HUMS INPROCESS INSPECT	     1	06/07/2017	07:02:16	06/07/2017	07:02:16	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	ACC-543	06/07/2017	                  0.000
	161410507	0030	CMA13000	HUMS PRETEST	     1	06/07/2017	07:43:37	06/07/2017	07:43:37	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	DIS-801	06/08/2017	                  0.000
	161410507	0031	CMA13000	REWORK HUMS TEST T/S	     1	06/16/2017	06:06:31	06/16/2017	06:06:31	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0046210	06/16/2017	                  0.000
	161410507	0032	CMA11000	REWORK HUMS ELECTRICAL	     1	06/16/2017	08:31:48	06/16/2017	08:31:48	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	QOP-189	06/16/2017	                  0.000
	161410507	0033	CMA13000	REWORK HUMS TEST T/S	     1	06/17/2017	08:41:26	06/17/2017	08:41:26	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-714	06/17/2017	                  0.000
	161410507	0040	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   45.0	               1270.000	DIS-712	06/19/2017	                  0.000
	161410507	0045	CMA13000	TROUBLESHOOT	     1	06/20/2017	09:51:28	06/20/2017	09:51:28	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-714	06/20/2017	                 24.000
	161410507	0046	CMA12000	REWORK HUMS MECHANICAL	     1	06/20/2017	20:36:34	06/20/2017	20:36:34	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0046210	06/20/2017	                  0.000
	161410507	0047	CMQ13000	REWORK HUMS INPROCESS INSPECTION	     1		00:00:00		00:00:00	                  0.000	                  0.960	PRT  REL	    0.0	                  0.000	ACC-443	06/21/2017	                  0.000
	161410507	0048	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000	DIS-801	06/22/2017	                  0.000
	161410507	0049	CMA13000	REWORK HUMS TEST T/S	     1	06/29/2017	10:06:15	06/30/2017	07:21:37	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0046210	06/30/2017	                  0.000
	161410507	0050	CMA11000	REWORK HUMS ELECTRICAL	     1	06/30/2017	07:46:39	06/30/2017	10:46:28	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	QOP -271 	06/30/2017	                  0.000
	161410507	0051	CMA13000	REWORK HUMS TEST T/S	     1	07/05/2017	12:01:58	07/12/2017	10:56:15	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-714	07/06/2017	                  0.000
	161410507	0052	CMA12000	REWORK HUMS MECHANICAL	     1	07/06/2017	05:06:26	07/06/2017	06:16:15	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0046210	07/06/2017	                  0.000
	161410507	0053	CMQ13000	REWORK HUMS INPROCESS INSPECTION	     1		00:00:00		00:00:00	                  0.000	                  0.960	PRT  REL	    0.0	                  0.000	ACC-443	07/06/2017	                  0.000
	161410507	0054	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000	DIS-712	07/10/2017	                  0.000
	161410507	0055	CMA13000	TROUBLESHOOT	     1	07/12/2017	12:02:10	07/13/2017	07:41:25	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-714	07/13/2017	                  0.000
	161410507	0056	CMA12000	REWORK HUMS MECHANICAL	     1	07/13/2017	07:16:23	07/13/2017	08:31:37	                  0.000	                  4.000	PCNF PRT  REL	    0.0	                  0.000	0046210	07/13/2017	                  0.000
	161410507	0057	CMQ13000	REWORK HUMS INPROCESS INSPECTION	     1	07/13/2017	10:11:26	07/13/2017	13:06:26	                  0.000	                  0.960	PCNF PRT  REL	    0.0	                  0.000	ACC-543	07/13/2017	                  0.000
	161410507	0058	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000	ESS-102	07/24/2017	                  0.000
	161410507	0060	CMA13000	HUMS FINAL TEST	     1	07/24/2017	05:42:01	07/25/2017	06:11:34	                  0.000	                  4.000	PCNF PRT  REL	   25.0	                 80.000	FCT-66	07/25/2017	                  0.000
	161410507	0065	PSA34000	PAINT	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   60.0	                 15.000			                  0.000
	161410507	0070	CMA12000	HUMS FINAL MECH ASSY	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   30.0	                  3.000			                  0.000
	161410507	0075	CMA13000	BONDING TESTS	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   20.0	                  3.000			                  0.000
	161410507	0080	CMQ13000	HUMS FINAL INSPECTION	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   60.0	                  3.000			                  0.000
	161410507	9999	ZPD9LAST	LAST OPERATION	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161410522	0005	KIT02000	KITTING	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	    0.0	                  0.000	00848031	06/08/2017	                  0.000
	161410522	0010	CMA11000	HUMS ASSEMBLY	     1	06/08/2017	13:11:49	06/08/2017	13:11:49	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	00848031	06/08/2017	                  0.000
	161410522	0015	CMQ13000	HUMS INPROCESS INSPECT	     1	06/09/2017	05:02:27	06/09/2017	05:02:27	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	ACC-543	06/09/2017	                  0.000
	161410522	0030	CMA13000	HUMS PRETEST	     1	06/12/2017	07:46:46	06/12/2017	07:46:46	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-714	06/12/2017	                  0.000
	161410522	0040	HNT11000	BURN-IN TEST	     1	06/14/2017	11:06:30	06/14/2017	11:06:30	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	DIS-801	06/14/2017	                  0.000
	161410522	0041	CMA13000	REWORK HUMS TEST T/S	     1	06/21/2017	09:52:05	06/21/2017	09:52:05	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-714	06/21/2017	                  0.000
	161410522	0042	CMA12000	REWORK HUMS MECHANICAL	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	    0.0	                  0.000	0046210	06/21/2017	                  0.000
	161410522	0043	CMQ13000	REWORK HUMS INPROCESS INSPECTION	     1		00:00:00		00:00:00	                  0.000	                  0.960	PRT  REL	    0.0	                  0.000	ACC-443	06/21/2017	                  0.000
	161410522	0044	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000	DIS-801	06/23/2017	                  0.000
	161410522	0045	CMA13000	TROUBLESHOOT	     1	06/28/2017	10:46:24	06/28/2017	13:01:39	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0046210	06/28/2017	                 24.000
	161410522	0046	CMA11000	Rework HUMS ELECTRICAL	     1	06/29/2017	04:26:52	07/20/2017	13:01:36	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	QOP -271 	07/18/2017	                  0.000
	161410522	0047	CMA13000	REWORK HUMS TEST T/S	     1	07/20/2017	07:41:27	07/20/2017	14:21:27	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-424	07/20/2017	                  0.000
	161410522	0048	CMA12000	HUMS MECHANICAL	     1	07/21/2017	08:06:52	07/21/2017	10:21:32	                  0.000	                  4.000	PCNF PRT  REL	    0.0	                  0.000	ACC-350	07/21/2017	                  0.000
	161410522	0049	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000			                  0.000
	161410522	0060	CMA13000	HUMS FINAL TEST	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   25.0	                 80.000			                  0.000
	161410522	0065	PSA34000	PAINT	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   60.0	                 15.000			                  0.000
	161410522	0070	CMA12000	HUMS FINAL MECH ASSY	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   30.0	                  3.000			                  0.000
	161410522	0075	CMA13000	BONDING TESTS	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   20.0	                  3.000			                  0.000
	161410522	0080	CMQ13000	HUMS FINAL INSPECTION	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   60.0	                  3.000			                  0.000
	161410522	9999	ZPD9LAST	LAST OPERATION	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161412024	0005	CMA13000	HUMS TEST	     1	06/06/2017	06:56:54	06/06/2017	06:56:54	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-406	06/06/2017	                  0.000
	161412024	0010	CMA12000	HUMS MECH ASSY	     1	06/07/2017	07:51:46	06/07/2017	07:51:46	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	00848031	06/07/2017	                  0.000
	161412024	0015	CMQ13000	HUMS INPROCESS INSPECT	     1	06/07/2017	09:36:39	06/07/2017	09:36:39	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	ACC -541	06/07/2017	                  0.000
	161412024	0020	CMA13000	HUMS PRETEST	     1	06/07/2017	11:02:04	06/07/2017	11:02:04	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	DIS-711	06/08/2017	                  0.000
	161412024	0021	CMA13000	Hums Troubleshoot	     1	06/09/2017	07:51:32	06/14/2017	12:06:41	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0009018	06/14/2017	                  0.000
	161412024	0022	CMA11000	Shortage ELECTRICAL	     1	07/17/2017	08:16:45	07/18/2017	05:36:53	                  0.000	                  4.000	PCNF PRT  REL	    0.0	                  0.000	QOP -271 	07/18/2017	                  0.000
	161412024	0023	CMA13000	HUMS Troubleshoot	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	    0.0	                  0.000			                  0.000
	161412024	0030	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	   45.0	                 15.000			                  0.000
	161412024	0040	CMA13000	HUMS FINAL TEST	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   60.0	                 15.000			                  0.000
	161412024	0050	PSA34000	PAINT	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	   60.0	                 15.000			                  0.000
	161412024	0060	CMA12000	HUMS FINAL MECH ASSY	     1		00:00:00		00:00:00	                  0.000	                  6.000	PRT  REL	   30.0	                 12.000			                  0.000
	161412024	0070	CMQ13000	HUMS FINAL INSPECTION	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   40.0	                  4.800			                  0.000
	161412024	9999	ZPD9LAST	LAST OPERATION	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161412026	0005	CMA13000	HUMS TEST	     1	06/06/2017	06:56:54	06/06/2017	06:56:54	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-406	06/06/2017	                  0.000
	161412026	0010	CMA12000	HUMS MECH ASSY	     1	06/07/2017	07:51:47	06/07/2017	07:51:47	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	00848031	06/07/2017	                  0.000
	161412026	0015	CMQ13000	HUMS INPROCESS INSPECT	     1		00:00:00		00:00:00	                  0.000	                  0.960	PRT  REL	   10.0	                  4.800	ACC -541	06/08/2017	                  0.000
	161412026	0020	CMA13000	HUMS PRETEST	     1	06/08/2017	06:21:56	06/08/2017	06:21:56	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0062390	06/08/2017	                  0.000
	161412026	0030	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	   45.0	                 15.000	ESS-102	06/09/2017	                  0.000
	161412026	0040	CMA13000	HUMS FINAL TEST	     1	06/14/2017	10:36:28	06/14/2017	10:36:28	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-406	06/14/2017	                  0.000
	161412026	0050	PSA34000	PAINT	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	   60.0	                 15.000	0064641	06/15/2017	                  0.000
	161412026	0060	CMA12000	HUMS FINAL MECH ASSY	     1	06/16/2017	08:16:25	06/16/2017	08:16:25	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0008934	06/16/2017	                  0.000
	161412026	0070	CMQ13000	HUMS FINAL INSPECTION	     1	06/19/2017	10:11:48	06/19/2017	10:11:48	                  0.000	                  8.000	PCNF PRT  REL	   40.0	                  4.800	DIS-258	06/19/2017	                  0.000
	161412026	0071	PSA34000	Rework: PAINT	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000	0064641	06/20/2017	                  0.000
	161412026	0072	CMQ13000	Rework: Inpsection	     1	06/21/2017	07:06:40	07/18/2017	06:26:22	                  0.000	                  0.960	PCNF PRT  REL	    0.0	                  0.000			                  0.000
	161412026	9999	ZPD9LAST	LAST OPERATION	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161432205	0001	KIT02000	KITTING	     1		00:00:00		00:00:00	                  0.000	                 24.000	PRT  REL	    0.0	                  0.000	00848031	06/12/2017	                  8.000
	161432205	0010	CMA11000	HUMS ASSEMBLY	     1	06/12/2017	11:22:15	06/12/2017	11:22:15	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	00848031	06/12/2017	                  0.000
	161432205	0015	CMQ13000	HUMS INPROCESS INSPECT	     1	06/13/2017	05:46:45	06/13/2017	05:46:45	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	ACC-543	06/13/2017	                  0.000
	161432205	0030	CMA13000	HUMS PRETEST	     1	06/15/2017	07:56:37	06/15/2017	07:56:37	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	DIS-712	06/15/2017	                  0.000
	161432205	0031	CMA13000	AWAITING ENGINEERING	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	    0.0	                  0.000			                  0.000
	161432205	0040	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   45.0	               1270.000			                  0.000
	161432205	0045	CMA13000	TROUBLESHOOT	     1		00:00:00		00:00:00	                  0.000	                 24.000	PRT  REL	  240.0	                  0.000			                  4.000
	161432205	0060	CMA13000	HUMS FINAL TEST	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   25.0	                 80.000			                  0.000
	161432205	0065	PSA34000	PAINT	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   60.0	                 15.000			                  0.000
	161432205	0070	CMA12000	HUMS FINAL MECH ASSY	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   30.0	                  3.000			                  0.000
	161432205	0075	CMA13000	BONDING TESTS	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   20.0	                  0.000			                  0.000
	161432205	0080	CMQ13000	HUMS FINAL INSPECTION	     1		00:00:00		00:00:00	                  0.000	                  0.960	PRT  REL	   60.0	                  3.000			                  0.000
	161432205	9999	ZPD9LAST	LAST OPERATION	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161449901	0010	BBA13000	Inspect and Test per ATP	     1	06/15/2017	11:46:30	06/15/2017	11:46:30	                  0.000	                  2.800	PCNF PRT  REL	    0.0	                  0.000	FCT-406	06/15/2017	                  0.000
	161449901	0011	CMA11000	Rework: Electrical	     1	06/16/2017	06:46:58	06/16/2017	06:46:58	                  0.000	                  4.000	PCNF PRT  REL	    0.0	                  0.000	QOP-189	06/16/2017	                  0.000
	161449901	0012	CMA12000	Rework: Mechanical	     1	06/16/2017	06:27:02	06/16/2017	06:56:46	                  0.000	                  4.000	PCNF PRT  REL	    0.0	                  0.000	QOP-189	06/16/2017	                  0.000
	161449901	0013	CMA13000	Rework: Test	     1	06/19/2017	08:02:18	06/19/2017	08:02:18	                  0.000	                  4.000	PCNF PRT  REL	    0.0	                  0.000	FCT-406	06/19/2017	                  0.000
	161449901	0020	HNT11000	Burn-In SLT	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000	ESS-102	06/26/2017	                  0.000
	161449901	0030	BBQ13000	Final Test	     1	06/26/2017	08:36:57	06/26/2017	09:37:16	                  0.000	                  4.000	PCNF PRT  REL	    0.0	                  0.000	FCT-406	06/26/2017	                  0.000
	161449901	0040	PSA34000	Rework: Paint	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000	0064641	06/28/2017	                  0.000
	161449901	0200	MFG01000	Engineering	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161449901	0300	BBQ11000	Final Inspection	     1		00:00:00		00:00:00	                  0.000	                  0.000	REL		                  0.000			                  0.000
	161449901	9999	ZPD9LAST	LAST OPERATION	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161456394	0010	CMA13000	Rework: Troubleshoot	     0		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL		                  0.000			                  0.000
	161467557	0005	KIT02000	KITTING	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	    0.0	                  0.000	0043519	06/16/2017	                  0.000
	161467557	0006	DBF58000	Rework: Machine Shop	     1	06/22/2017	02:26:18	06/22/2017	02:51:43	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0009196	06/22/2017	                  0.000
	161467557	0030	CMA11000	HUMS ELECTRICAL ASSY	     1	06/19/2017	12:11:58	06/23/2017	07:56:38	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	QOP-189	06/23/2017	                  0.000
	161467557	0040	CMQ13000	HUMS INPROCESS INSPECT	     1	06/23/2017	07:46:48	06/23/2017	08:08:42	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	QOP-189	06/23/2017	                  0.000
	161467557	0071	CMA13000	HUMS TEST	     1	06/26/2017	06:47:20	06/26/2017	08:16:40	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-406	06/26/2017	                  0.000
	161467557	0078	CMQ13000	HUMS INSPECTION	     1	06/26/2017	10:16:28	06/26/2017	10:46:47	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	ACC-443	06/26/2017	                  0.000
	161467557	0080	PSA36000	Tearband	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	   12.0	                 15.000	QOP-206	06/27/2017	                  0.000
	161467557	0090	PSA35000	Leak Test	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    9.6	                  9.600	HLM-94	06/27/2017	                  0.000
	161467557	0100	PSA34000	Painting	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   12.0	                  9.000	0009103	06/28/2017	                  0.000
	161467557	0110	CMA13000	HUMS TEST	     1	06/28/2017	08:16:30	06/28/2017	11:11:55	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-60	06/28/2017	                  0.000
	161467557	0111	PSA34000	Bead Blast	     1	07/06/2017	05:01:48	07/06/2017	06:16:20	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0058969	07/06/2017	                  0.000
	161467557	0112	PSA36000	DE-Tearband	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	    0.0	                  0.000	QOP-48	07/07/2017	                  0.000
	161467557	0113	CMA13000	HUMS Troubleshoot	     1	07/07/2017	10:21:30	07/10/2017	07:01:43	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-60	07/10/2017	                  0.000
	161467557	0114	PSA36000	Tearband	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	    0.0	                  0.000	QOP-48	07/13/2017	                  0.000
	161467557	0115	PSA35000	Leak Test	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000	HLM-55	07/13/2017	                  0.000
	161467557	0116	PSA34000	Painting	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000	0009123	07/13/2017	                  0.000
	161467557	0117	CMA13000	HUMS TEST	     1	07/19/2017	07:51:39	07/19/2017	08:16:25	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-60	07/19/2017	                  0.000
	161467557	0119	CMA12000	HUMS MECH ASSEMBLY	     1	07/19/2017	07:56:42	07/19/2017	08:56:27	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0058969	07/19/2017	                  0.000
	161467557	0120	CMQ13000	HUMS INSPECTION	     1	07/19/2017	11:02:10	07/19/2017	13:01:41	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	DIS-861	07/19/2017	                  0.000
	161467557	0121	CMA12000	Rework: Mechanical	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	    0.0	                  0.000			                  0.000
	161467557	0122	PSA36000	Rework: Tearband	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	    0.0	                  0.000			                  0.000
	161467557	0123	CMA13000	Troubleshoot	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	    0.0	                  0.000			                  0.000
	161467557	9999	ZPD9LAST	LAST OPERATION	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161469107	0001	KIT02000	KITTING	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	    0.0	                  0.000	0043519	06/19/2017	                  0.000
	161469107	0010	CMA12000	HUMS MECH ASSY	     1	06/19/2017	10:56:44	06/19/2017	10:56:44	                  0.000	                  4.000	PCNF PRT  REL	    9.0	                  2.400	QOP-714	06/19/2017	                  0.000
	161469107	0020	CMQ13000	HUMS INPROCESS INSPECT	     1	06/19/2017	10:56:48	06/19/2017	10:56:48	                  0.000	                  0.960	PCNF PRT  REL	    5.0	                  5.000			                  0.000
	161469107	0030	CMA11000	HUMS ELECTRICAL ASSY	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	  238.2	                 10.200			                  0.000
	161469107	0040	CMQ13000	HUMS INPROCESS INSPECT 2	     1		00:00:00		00:00:00	                  0.000	                  0.960	PRT  REL	    6.0	                  0.000			                  0.000
	161469107	0050	CMA13000	HUMS PRETEST	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   25.0	                 10.000			                  0.000
	161469107	0060	CMA12000	HUMS FINAL MECH ASSY	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   30.0	                 10.000			                  0.000
	161469107	0090	PSA34000	PAINT	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    6.0	                 15.000			                  0.000
	161469107	0120	CMA13000	HUMS FINAL TEST	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   30.0	                  6.000			                  0.000
	161469107	0125	CMQ13000	HUMS FINAL INSPECTION	     1		00:00:00		00:00:00	                  0.000	                  0.960	PRT  REL	   21.0	                 15.000			                  0.000
	161469107	9999	ZPD9LAST	LAST OPERATION	     1		00:00:00		00:00:00	                  0.000	                  0.000	PRT  REL	    0.0	                  0.000			                  0.000
	161483904	0005	KIT02000	KITTING	     1		00:00:00		00:00:00	                  0.000	                 16.000	PRT  REL	    0.0	                  0.000	00848031	06/21/2017	                  0.000
	161483904	0010	CMA11000	HUMS ASSEMBLY	     1	06/21/2017	09:36:35	06/21/2017	09:36:35	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	00848031	06/21/2017	                  0.000
	161483904	0015	CMQ13000	HUMS INPROCESS INSPECT	     1		00:00:00		00:00:00	                  0.000	                  0.960	PRT  REL	   10.0	                  4.800	ACC-443	06/21/2017	                  0.000
	161483904	0030	CMA13000	HUMS PRETEST	     1	06/21/2017	21:27:02	06/21/2017	21:27:02	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-714	06/22/2017	                  0.000
	161483904	0040	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   45.0	               1270.000	DIS-801	06/23/2017	                  0.000
	161483904	0045	CMA13000	TROUBLESHOOT	     1	06/29/2017	07:06:26	06/29/2017	09:41:47	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	0046210	06/29/2017	                 24.000
	161483904	0046	CMA11000	Rework HUMS ELECTRICAL	     1	06/29/2017	08:16:36	07/18/2017	08:31:33	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	QOP -271 	07/18/2017	                  0.000
	161483904	0047	CMA13000	REWORK HUMS TEST	     1	07/18/2017	08:31:57	07/21/2017	11:06:22	                  0.000	                  0.000	PCNF PRT  REL	    0.0	                  0.000	FCT-424	07/21/2017	                  0.000
	161483904	0048	CMA12000	HUMS MECHANICAL & TEST	     1	07/21/2017	10:56:21	07/21/2017	11:26:47	                  0.000	                  4.000	PCNF PRT  REL	    0.0	                  0.000	ACC-350	07/21/2017	                  0.000
	161483904	0049	HNT11000	BURN-IN TEST	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	    0.0	                  0.000			                  0.000
	161483904	0060	CMA13000	HUMS FINAL TEST	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   25.0	                 80.000			                  0.000
	161483904	0065	PSA34000	PAINT	     1		00:00:00		00:00:00	                  0.000	                  8.000	PRT  REL	   60.0	                 15.000			                  0.000
	161483904	0070	CMA12000	HUMS FINAL MECH ASSY	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   30.0	                  3.000			                  0.000
	161483904	0075	CMA13000	BONDING TESTS	     1		00:00:00		00:00:00	                  0.000	                  4.000	PRT  REL	   20.0	                  3.000			                  0.000
